id,marca,modelo,plataforma_compra,calificacion,sentimiento,aspecto_principal,comentario
249,Motorola,Edge 50,Mercado Libre,2,Negativo,almacenamiento,La batería dura muy poco
250,Motorola,Moto G54,Mercado Libre,2,Negativo,batería,Presentó fallas después de pocos días
251,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,servicio al cliente,El servicio fue excelente y recibí el producto rápidamente
252,Xiaomi,Poco X6,Tienda Oficial Xiaomi,1,Negativo,cámara,La batería dura muy poco
253,Apple,iPhone 14,Mercado Libre,2,Negativo,entrega,La batería dura muy poco
254,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
255,Xiaomi,Redmi Note 14,Mercado Libre,5,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
256,Xiaomi,Redmi Note 14,Amazon,3,Neutral,almacenamiento,La cámara es aceptable para su precio
257,Xiaomi,Poco X6,Mercado Libre,5,Positivo,almacenamiento,Muy buena cámara y excelente rendimiento
258,Huawei,Mate 50,Mercado Libre,3,Neutral,pantalla,La cámara es aceptable para su precio
259,Samsung,Galaxy S24,Amazon,5,Positivo,servicio al cliente,Muy satisfecho con la compra y el tiempo de entrega
260,Xiaomi,Redmi Note 13,Mercado Libre,3,Neutral,almacenamiento,Tiene ventajas y desventajas según el uso
261,Samsung,Galaxy A35,Amazon,4,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
262,Samsung,Galaxy S24,Tienda Oficial Samsung,4,Positivo,pantalla,Llegó antes de la fecha prometida y en perfectas condiciones
263,Apple,iPhone 16e,Mercado Libre,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
264,Motorola,Edge 50,Tienda Oficial Motorola,1,Negativo,rendimiento,La cámara no cumple con lo prometido
265,Apple,iPhone 15,Amazon,3,Neutral,entrega,La batería tiene un rendimiento promedio
266,Xiaomi,Poco X6,Mercado Libre,3,Neutral,batería,La cámara es aceptable para su precio
267,Huawei,Mate 50,Tienda Oficial Huawei,3,Neutral,almacenamiento,La batería tiene un rendimiento promedio
268,Huawei,Mate 50,Amazon,3,Neutral,servicio al cliente,La cámara es aceptable para su precio
269,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,1,Negativo,almacenamiento,La batería dura muy poco
270,Motorola,Moto G54,Amazon,5,Positivo,entrega,Superó mis expectativas en rendimiento y batería
271,Samsung,Galaxy S24,Amazon,3,Neutral,servicio al cliente,La cámara es aceptable para su precio
272,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,5,Positivo,almacenamiento,La pantalla tiene muy buena calidad y la entrega fue puntual
273,Huawei,Mate 50,Mercado Libre,1,Negativo,rendimiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
274,Apple,iPhone 14,Tienda Oficial Apple,1,Negativo,almacenamiento,Presentó fallas después de pocos días
275,Motorola,Edge 50,Tienda Oficial Motorola,3,Neutral,servicio al cliente,Tiene ventajas y desventajas según el uso
276,Apple,iPhone 16e,Mercado Libre,4,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
277,Huawei,Nova 12,Mercado Libre,4,Positivo,cámara,"Gran relación calidad precio, recomendado"
278,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
279,Huawei,P60,Tienda Oficial Huawei,5,Positivo,batería,Llegó antes de la fecha prometida y en perfectas condiciones
280,Huawei,P60,Amazon,1,Negativo,almacenamiento,El rendimiento es lento para algunas aplicaciones
281,Motorola,Moto G84,Amazon,4,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
282,Samsung,Galaxy S24,Tienda Oficial Samsung,5,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
283,Apple,iPhone 14,Mercado Libre,5,Positivo,pantalla,Muy buena cámara y excelente rendimiento
284,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
285,Motorola,Moto G54,Mercado Libre,4,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
286,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,cámara,El celular cumple con lo esperado
287,Apple,iPhone 16e,Amazon,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
288,Apple,iPhone 16e,Amazon,5,Positivo,batería,Muy satisfecho con la compra y el tiempo de entrega
289,Xiaomi,Poco X6,Tienda Oficial Xiaomi,3,Neutral,batería,Tiene ventajas y desventajas según el uso
290,Huawei,P60,Tienda Oficial Huawei,3,Neutral,precio,El producto llegó correctamente aunque tardó algunos días
291,Huawei,Mate 50,Amazon,4,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
292,Motorola,Moto G54,Tienda Oficial Motorola,3,Neutral,pantalla,Es un equipo normal para el uso diario
293,Apple,iPhone 16e,Mercado Libre,3,Neutral,entrega,El producto llegó correctamente aunque tardó algunos días
294,Motorola,Edge 50,Amazon,5,Positivo,pantalla,"Gran relación calidad precio, recomendado"
295,Xiaomi,Redmi Note 14,Amazon,3,Neutral,batería,El producto llegó correctamente aunque tardó algunos días
296,Apple,iPhone 14,Amazon,4,Positivo,almacenamiento,Superó mis expectativas en rendimiento y batería
297,Samsung,Galaxy S24,Amazon,4,Positivo,rendimiento,La pantalla tiene muy buena calidad y la entrega fue puntual
298,Apple,iPhone 16e,Amazon,3,Neutral,rendimiento,El producto llegó correctamente aunque tardó algunos días
299,Huawei,Nova 12,Mercado Libre,4,Positivo,batería,"Gran relación calidad precio, recomendado"
300,Samsung,Galaxy A35,Mercado Libre,3,Neutral,rendimiento,La batería tiene un rendimiento promedio
301,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,servicio al cliente,La pantalla tiene muy buena calidad y la entrega fue puntual
302,Motorola,Moto G54,Mercado Libre,5,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
303,Motorola,Moto G54,Amazon,2,Negativo,batería,El rendimiento es lento para algunas aplicaciones
304,Motorola,Moto G84,Tienda Oficial Motorola,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
305,Motorola,Moto G54,Mercado Libre,4,Positivo,precio,Llegó antes de la fecha prometida y en perfectas condiciones
306,Huawei,P60,Tienda Oficial Huawei,3,Neutral,batería,El producto llegó correctamente aunque tardó algunos días
307,Samsung,Galaxy A55,Amazon,1,Negativo,entrega,El equipo se calienta demasiado durante el uso
308,Samsung,Galaxy A35,Tienda Oficial Samsung,5,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
309,Huawei,Mate 50,Mercado Libre,1,Negativo,batería,El rendimiento es lento para algunas aplicaciones
310,Samsung,Galaxy A55,Mercado Libre,4,Positivo,almacenamiento,El servicio fue excelente y recibí el producto rápidamente
311,Xiaomi,Redmi Note 13,Amazon,5,Positivo,almacenamiento,La pantalla tiene muy buena calidad y la entrega fue puntual
312,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,rendimiento,La pantalla tiene muy buena calidad y la entrega fue puntual
313,Samsung,Galaxy A35,Amazon,5,Positivo,entrega,Muy satisfecho con la compra y el tiempo de entrega
314,Samsung,Galaxy A35,Tienda Oficial Samsung,5,Positivo,servicio al cliente,Superó mis expectativas en rendimiento y batería
315,Huawei,Nova 12,Amazon,5,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
316,Samsung,Galaxy A35,Amazon,4,Positivo,precio,"Gran relación calidad precio, recomendado"
317,Huawei,Nova 12,Mercado Libre,3,Neutral,almacenamiento,Tiene ventajas y desventajas según el uso
318,Huawei,Nova 12,Mercado Libre,2,Negativo,precio,La cámara no cumple con lo prometido
319,Samsung,Galaxy A35,Mercado Libre,4,Positivo,entrega,Muy buena cámara y excelente rendimiento
320,Motorola,Edge 50,Mercado Libre,3,Neutral,precio,El celular cumple con lo esperado
321,Motorola,Moto G54,Mercado Libre,2,Negativo,entrega,La cámara no cumple con lo prometido
322,Huawei,Mate 50,Tienda Oficial Huawei,1,Negativo,almacenamiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
323,Samsung,Galaxy S24,Tienda Oficial Samsung,2,Negativo,pantalla,Mala relación calidad precio
324,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,servicio al cliente,La cámara es aceptable para su precio
325,Motorola,Moto G84,Tienda Oficial Motorola,5,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
326,Samsung,Galaxy A55,Tienda Oficial Samsung,5,Positivo,precio,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
327,Motorola,Moto G54,Tienda Oficial Motorola,4,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
328,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,4,Positivo,pantalla,Llegó antes de la fecha prometida y en perfectas condiciones
329,Apple,iPhone 14,Mercado Libre,2,Negativo,precio,El equipo se calienta demasiado durante el uso
330,Apple,iPhone 16e,Mercado Libre,4,Positivo,almacenamiento,El servicio fue excelente y recibí el producto rápidamente
331,Motorola,Edge 50,Tienda Oficial Motorola,3,Neutral,servicio al cliente,La cámara es aceptable para su precio
332,Apple,iPhone 16e,Amazon,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
333,Xiaomi,Redmi Note 14,Mercado Libre,1,Negativo,servicio al cliente,Mala relación calidad precio
334,Apple,iPhone 14,Mercado Libre,4,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
335,Apple,iPhone 16e,Tienda Oficial Apple,2,Negativo,cámara,La atención al cliente fue deficiente y la entrega tardó mucho
336,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
337,Samsung,Galaxy S24,Mercado Libre,1,Negativo,entrega,Mala relación calidad precio
338,Huawei,Mate 50,Amazon,5,Positivo,rendimiento,Llegó antes de la fecha prometida y en perfectas condiciones
339,Huawei,Nova 12,Mercado Libre,3,Neutral,precio,La batería tiene un rendimiento promedio
340,Samsung,Galaxy A55,Tienda Oficial Samsung,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
341,Apple,iPhone 14,Amazon,5,Positivo,batería,Muy buena cámara y excelente rendimiento
342,Motorola,Moto G54,Amazon,5,Positivo,pantalla,La pantalla tiene muy buena calidad y la entrega fue puntual
343,Motorola,Moto G54,Mercado Libre,5,Positivo,cámara,Muy satisfecho con la compra y el tiempo de entrega
344,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,cámara,El celular cumple con lo esperado
345,Motorola,Edge 50,Tienda Oficial Motorola,3,Neutral,rendimiento,El producto llegó correctamente aunque tardó algunos días
346,Xiaomi,Poco X6,Tienda Oficial Xiaomi,1,Negativo,servicio al cliente,El rendimiento es lento para algunas aplicaciones
347,Xiaomi,Redmi Note 13,Mercado Libre,5,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
348,Apple,iPhone 15,Amazon,4,Positivo,cámara,Llegó antes de la fecha prometida y en perfectas condiciones
349,Motorola,Moto G54,Tienda Oficial Motorola,5,Positivo,servicio al cliente,El servicio fue excelente y recibí el producto rápidamente
350,Huawei,P60,Mercado Libre,4,Positivo,servicio al cliente,La pantalla tiene muy buena calidad y la entrega fue puntual
351,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,cámara,La pantalla tiene muy buena calidad y la entrega fue puntual
352,Samsung,Galaxy A55,Tienda Oficial Samsung,5,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
353,Huawei,P60,Mercado Libre,1,Negativo,pantalla,La atención al cliente fue deficiente y la entrega tardó mucho
354,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,batería,La cámara es aceptable para su precio
355,Samsung,Galaxy S24,Tienda Oficial Samsung,3,Neutral,servicio al cliente,La batería tiene un rendimiento promedio
356,Apple,iPhone 14,Mercado Libre,4,Positivo,cámara,"Gran relación calidad precio, recomendado"
357,Motorola,Moto G84,Tienda Oficial Motorola,5,Positivo,pantalla,Muy satisfecho con la compra y el tiempo de entrega
358,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,precio,Muy satisfecho con la compra y el tiempo de entrega
359,Huawei,Nova 12,Amazon,2,Negativo,rendimiento,La batería dura muy poco
360,Apple,iPhone 14,Tienda Oficial Apple,3,Neutral,servicio al cliente,El celular cumple con lo esperado
361,Xiaomi,Redmi Note 13,Mercado Libre,3,Neutral,entrega,Tiene ventajas y desventajas según el uso
362,Huawei,Nova 12,Amazon,3,Neutral,precio,El producto llegó correctamente aunque tardó algunos días
363,Motorola,Edge 50,Mercado Libre,3,Neutral,almacenamiento,La cámara es aceptable para su precio
364,Huawei,P60,Amazon,4,Positivo,entrega,La pantalla tiene muy buena calidad y la entrega fue puntual
365,Xiaomi,Poco X6,Amazon,4,Positivo,precio,El servicio fue excelente y recibí el producto rápidamente
366,Apple,iPhone 15,Mercado Libre,2,Negativo,entrega,La entrega se demoró demasiado y llegó fuera de la fecha prometida
367,Samsung,Galaxy S24,Mercado Libre,2,Negativo,precio,La atención al cliente fue deficiente y la entrega tardó mucho
368,Motorola,Edge 50,Tienda Oficial Motorola,2,Negativo,cámara,Mala relación calidad precio
369,Samsung,Galaxy A35,Tienda Oficial Samsung,3,Neutral,rendimiento,La batería tiene un rendimiento promedio
370,Motorola,Moto G54,Mercado Libre,5,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
371,Samsung,Galaxy A55,Tienda Oficial Samsung,1,Negativo,servicio al cliente,La entrega se demoró demasiado y llegó fuera de la fecha prometida
372,Xiaomi,Redmi Note 14,Mercado Libre,5,Positivo,pantalla,Llegó antes de la fecha prometida y en perfectas condiciones
373,Motorola,Moto G84,Mercado Libre,4,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
374,Motorola,Edge 50,Amazon,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
375,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,1,Negativo,servicio al cliente,La batería dura muy poco
376,Motorola,Moto G84,Mercado Libre,1,Negativo,servicio al cliente,El equipo se calienta demasiado durante el uso
377,Apple,iPhone 15,Amazon,5,Positivo,precio,Llegó antes de la fecha prometida y en perfectas condiciones
378,Apple,iPhone 15,Amazon,4,Positivo,batería,Muy satisfecho con la compra y el tiempo de entrega
379,Motorola,Edge 50,Tienda Oficial Motorola,2,Negativo,entrega,El equipo se calienta demasiado durante el uso
380,Samsung,Galaxy A55,Tienda Oficial Samsung,5,Positivo,entrega,El servicio fue excelente y recibí el producto rápidamente
381,Motorola,Moto G84,Tienda Oficial Motorola,2,Negativo,rendimiento,La batería dura muy poco
382,Motorola,Moto G84,Amazon,1,Negativo,almacenamiento,El equipo se calienta demasiado durante el uso
383,Apple,iPhone 14,Tienda Oficial Apple,4,Positivo,cámara,Superó mis expectativas en rendimiento y batería
384,Motorola,Moto G84,Tienda Oficial Motorola,3,Neutral,entrega,La cámara es aceptable para su precio
385,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,cámara,Muy buena cámara y excelente rendimiento
386,Samsung,Galaxy S24,Tienda Oficial Samsung,3,Neutral,entrega,El producto llegó correctamente aunque tardó algunos días
387,Motorola,Edge 50,Mercado Libre,4,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
388,Motorola,Moto G84,Tienda Oficial Motorola,4,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
389,Apple,iPhone 16e,Amazon,4,Positivo,entrega,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
390,Xiaomi,Redmi Note 13,Amazon,5,Positivo,batería,Llegó antes de la fecha prometida y en perfectas condiciones
391,Samsung,Galaxy A55,Amazon,5,Positivo,precio,Llegó antes de la fecha prometida y en perfectas condiciones
392,Motorola,Moto G84,Mercado Libre,1,Negativo,cámara,Mala relación calidad precio
393,Apple,iPhone 14,Mercado Libre,2,Negativo,cámara,La atención al cliente fue deficiente y la entrega tardó mucho
394,Huawei,P60,Tienda Oficial Huawei,3,Neutral,pantalla,La cámara es aceptable para su precio
395,Xiaomi,Redmi Note 14,Amazon,4,Positivo,batería,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
396,Xiaomi,Redmi Note 13,Mercado Libre,3,Neutral,pantalla,El celular cumple con lo esperado
397,Huawei,Mate 50,Mercado Libre,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
398,Motorola,Moto G84,Amazon,4,Positivo,batería,"Gran relación calidad precio, recomendado"
399,Huawei,Nova 12,Amazon,3,Neutral,almacenamiento,La cámara es aceptable para su precio
400,Motorola,Moto G84,Amazon,5,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
401,Apple,iPhone 14,Mercado Libre,3,Neutral,rendimiento,Es un equipo normal para el uso diario
402,Huawei,Nova 12,Tienda Oficial Huawei,3,Neutral,batería,Tiene ventajas y desventajas según el uso
403,Huawei,P60,Amazon,3,Neutral,batería,Es un equipo normal para el uso diario
404,Apple,iPhone 16e,Amazon,5,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
405,Samsung,Galaxy A55,Amazon,5,Positivo,rendimiento,Superó mis expectativas en rendimiento y batería
406,Apple,iPhone 16e,Tienda Oficial Apple,5,Positivo,pantalla,Muy buena cámara y excelente rendimiento
407,Huawei,Mate 50,Tienda Oficial Huawei,1,Negativo,pantalla,Presentó fallas después de pocos días
408,Motorola,Moto G54,Mercado Libre,2,Negativo,precio,La atención al cliente fue deficiente y la entrega tardó mucho
